ID,Tenure in Nuvemshop in months,Monthly Sales,Employee Count,Current plan id,Estimated Page Views,Rank - Domain,Product Count - Domain,Estimated Sales - Domain,Combined Followers,Number of technologies,Avg Total Users,Avg - Total Visits,Avg - Average Bounce Rate,Avg - Average Time On Site,Avg - Average Pages Per Visit,Avg - real visits,Followers,Posts,Semrush Rank,Organic Keywords,Organic Traffic,Adwords Keywords,Adwords Traffic,PLA keywords,Average ticket value
194,38.04518855,"225,299.51",,29,17754,2024282,1687,"55,340.29",4930,9,43954,50690,0.7,200,4,33536,34067,4179,37335,8573,9989,18,924,104,102.39
195,39.26739397,"525,789.85",,56,,13498359,,,,1,,,,,,,27135,2945,,,,,,,4454.93
196,40.21410282,"210,496.29",,56,35056,587084,234,"98,343.20",,10,15906,16481,0.8,417,1,13744,19415,134,19651,3398,23318,0,0,0,511.33
197,39.32103532,"255,924.01",,38,14113,2212238,344,"43,990.16",,8,18134,31428,0.3,277,4,8092,210435,406,44296,2233,7923,7,520,2,208.9
198,39.06183132,"194,326.03",,56,646,4569619,54,"4,029.63",26000,8,860,2546,1,0,1,2546,115848,1375,293095,166,459,0,0,0,390.6
199,40.56435447,"220,488.01",,56,16052,2710598,152,"50,034.61",,10,2973,4765,0.3,254,9,1368,168534,1053,84592,195,3300,9,94,0,221.72
200,40.08739621,"304,152.63",,56,38223,561455,3,"107,228.54",,3,18003,94598,0.8,257,2,73483,21684,549,23410,584,18558,0,0,0,2123.91
201,36.8604499,"308,210.91",,56,5429,2645147,5,"22,001.79",,7,,,,,,,49640,776,3131556,9,0,0,0,0,795.55
202,39.88165435,"205,447.82",,56,32341,799912,51,"90,727.19",,14,2360,6652,0.4,341,8,2481,193506,785,27133,590,15313,1,7,0,182.15
203,40.82012395,"440,284.15",,56,7110,2572989,172,"26,595.57",,4,2321,4055,0.5,410,9,1893,1160459,1760,83307,549,3374,0,0,0,184.84
204,34.61405279,"213,851.18",,56,948,4017212,226,"5,910.12",,6,1190,1190,0.5,210,8,595,21481,1887,333911,156,361,41,2023,0,406.11
205,32.71954376,"233,847.32",,56,11462,2824900,17,"39,302.35",45,8,3593,6597,0.5,104,3,3216,94859,515,39040,954,9411,2,19,10,260.12
206,41.1009095,"211,456.79",,56,3986,2803495,250,"17,394.58",,8,643,652,1,1,1,651,201778,8932,141506,766,1543,0,0,0,198.63
207,41.35962739,"214,177.25",,38,4201,1161718,707,"18,334.83",,11,,,,,,,256740,1471,,,,,,,246.46
208,41.36558617,"388,079.04",,26,13919,898900,197,"43,385.71",24100,10,,,,,,,208462,1105,7312415,1,0,0,0,0,314.94
209,42.08798686,"240,072.80",,56,14630,2327308,103,"45,602.01",,3,1902,2758,0.3,1147,11,879,139228,1205,67020,259,4553,0,0,0,273.65
210,42.58894601,"1,026,709.70",,46,18013,535573,1462,"56,146.22",2317,8,4753,13272,0.3,516,12,4198,148698,1609,42454,1439,8391,215,19546,0,875.68
211,42.60832661,"156,584.90",,56,2197,2886678,211,"13,700.75",,11,1216,1216,0.6,2,2,735,610648,3921,291011,511,465,2,12,0,168.9
212,42.21213822,"275,811.09",,14,5300,2469398,167,"21,477.94",297,9,,,,,,,186255,986,,,,,,,533.78
213,43.14075941,"182,171.83",,56,4869,2745861,34,"21,249.59",,8,1229,3309,0.1,350,17,317,91507,1432,74502,708,3950,0,0,0,195.88
214,43.43051673,"514,043.46",,22,58025,419815,579,"126,604.36",,2,112008,226596,0.3,373,8,63039,,,16284,11175,29674,0,0,0,163.58
215,44.10539203,"163,691.63",,56,2068,1523466,52,"12,894.82",,8,7760,10546,0.2,242,4,2053,,,211365,479,811,0,0,0,11290.92
216,41.89997349,"321,236.80",,56,8661,2554248,44,"32,398.25",,9,11699,17612,0.4,419,12,7454,353593,962,73720,1758,4010,0,0,0,386.88
217,44.14006086,"660,770.17",,38,121824,167600,18,"151,890.31",3032,8,10385,10583,0.8,1,1,8797,210187,1312,928344,6,36,59,7671,0,335.41
218,43.07042003,"178,628.10",,56,2801,2956573,157,"13,969.39",,8,1363,2495,0.2,642,12,593,88657,237,139051,351,1586,0,0,0,310.16
219,44.29653861,"200,163.07",,56,4718,2623323,194,"20,591.42",,6,620,940,0.2,377,9,144,110860,2856,129204,510,1771,0,0,0,201.51
220,43.03697842,"176,983.96",,56,,,,,,,,,,,,,,,,,,,,,290.26
221,45.2775616,"422,683.25",,56,17474,2357387,4,"54,467.21",,8,13233,94704,0.4,201,3,41903,69036,28,42232,1311,8457,13,298,0,225.06
222,45.0049705,"200,123.97",,55,7390,1031922,782,"27,643.28",15600,11,10866,20032,0.3,413,9,6858,478967,10959,91117,578,2967,167,10924,0,239.75
223,45.42102487,"236,659.69",,56,22882,303208,2,"64,192.05",56065,8,12177,21921,0.4,201,2,8453,216500,1197,42081,720,8498,3,128,4,185.94
224,23.54576389,"150,087.29",,56,,,,,,,1,1,0,2,2,,,,,,,,,,460.76
225,46.14658229,"183,929.08",,56,30229,2284242,1566,"84,803.63",,4,41329,70318,0.2,232,5,16185,,,28084,6868,14649,3,503,0,126.49
226,45.74274978,"1,028,306.63",,14,31113,740394,651,"87,281.85",450,7,27543,97706,0.8,953,6,78360,1141449,33673,33806,3505,11405,0,0,0,220.72
227,43,"186,228.57",,31,3188,3037806,203,"14,909.64",,9,914,920,0.1,233,5,116,333021,2489,152565,453,1371,0,0,0,576.55
228,46.87315935,"211,560.71",,29,6420,2332148,315,"26,017.99",,8,,,,,,,587331,12428,,,,,,,314.74
229,45.89300254,"183,842.66",,56,107,3390813,1,"1,074.56",,1,480,480,0,260,6,,53306,193,1158578,49,18,0,0,0,2293.28
230,46.13422267,"165,775.07",,56,1335,3512907,29,"8,327.90",,4,,,,,,,35430,478,,,,,,,263.56
231,42.78596401,"197,043.35",,56,2305,4081137,46,"14,372.35",,9,1002,1002,0,329,6,,78057,3313,239721,184,652,41,1707,21,284.36
232,47.09977673,"210,711.52",,56,8769,719355,275,"32,801.21",,6,1477,2582,0.6,38,3,1526,986122,3644,90439,1169,3000,0,0,0,191.64
233,46.6946483,"324,873.28",,56,15211,873021,102,"47,415.35",,9,3236,4618,0.5,289,5,2398,12375,180,49981,1421,6760,12,327,1,693.12
234,46.95020236,"739,392.06",,29,8855,2445159,468,"33,123.58",,9,16217,37080,0.5,324,6,17315,1242971,26239,77583,782,3728,20,340,0,288.11
235,45.67774343,"298,294.47",,26,2003,1562657,409,"12,491.86",,8,283,503,0.8,1,2,419,54265,3675,234865,160,676,0,0,0,572.42
236,46.74120856,"673,500.67",,56,46627,357134,1115,"101,734.80",6,10,20725,23912,0.7,280,3,17197,381383,2637,17495,2790,27070,128,14772,13,198.38
237,46.92035618,"192,554.08",,56,,,,,,,,,,,,,,,,,,,,,106.4
238,47.55173275,"207,106.75",,56,6571,1146117,4,"26,629.16",13389,11,,,,,,,154803,253,,,,,,,160.53
239,47.62428539,"269,684.07",,56,,,,,,,,,,,,,,,,,,,,,804.01
240,47.37026098,"223,227.16",,56,,,,,,,337,339,0,9,10,1,,,455594,255,199,0,0,0,390.06
241,48.18178241,"282,074.34",,56,25856,2308558,216,"72,533.39",,11,16303,30972,0.5,96,2,16601,755521,4299,33346,2219,11602,0,0,0,129.27
242,47.73251979,"245,697.51",,56,1185,3694635,47,"7,387.66",,6,,,,,,,198952,906,,,,,,,261.68
243,47.82457736,"162,172.56",,56,,,,,,,,,,,,,,,,,,,,,267.98
244,47.90279346,"167,466.36",,56,3059,3599412,224,"15,258.87",,8,925,2589,0.1,77,4,262,103327,3343,122114,498,1931,0,0,0,196.54
245,48.14857863,"410,619.65",,56,7584,1350878,383,"28,368.61",,9,,,,,,,241152,3363,,,,,,,202.34
246,48.21508475,"301,173.70",,56,8209,2667530,163,"30,705.80",,8,7779,8259,0.4,20,2,3631,89101,2045,80444,311,3547,0,0,0,411.17
247,48,"296,182.00",,56,1960,3214353,55,"12,223.22",134,13,754,1035,0.9,38,2,892,132638,6220,209426,256,824,0,0,0,290.48
248,48.33495482,"182,358.51",,56,5106,3028689,167,"20,692.16",,8,1645,2543,0.7,289,3,1809,134387,1664,88986,806,3068,0,0,0,163.6
249,49.25816047,"463,615.57",,32,20490,685470,1,"63,869.68",,10,563,563,0,137,2,1,325077,11297,28275,1150,14504,66,3749,0,267.78
250,48.93958371,"154,406.51",,56,5278,2809563,241,"21,390.63",,10,727,727,0.7,101,2,498,45099,2913,134326,617,1670,8,311,0,544.16
251,48.10089718,"172,847.77",,32,26588,484216,142,"74,588.51",218400,12,4903,5841,0.4,150,5,2549,73972,1233,27071,1755,15362,83,4599,27,333.12
252,48.10891428,"286,023.92",,56,517,4870338,46,"5,157.93",,2,282,282,0.5,2,2,141,94859,1986,415224,97,239,0,0,0,833.31
253,50.31055668,"2,718,026.94",,22,336666,277519,1241,"314,815.10",,6,75087,122491,0.5,257,3,65647,34055,147,69131,542,4377,0,0,0,483.92
254,49.64187687,"1,137,628.54",,52,134817,396905,18,"168,089.43",,7,109042,205524,0.5,343,4,111730,255107,35,9052,7886,62068,1,24,0,264.74
255,49.57190338,"162,434.80",,56,409,4712535,16,"4,083.36",,3,562,562,1,0,1,562,100364,5473,319254,244,393,0,0,0,259.36
256,49.64338635,"153,567.18",,56,18487,2384909,1587,"57,623.75",,8,55297,93781,0.3,154,6,29425,159322,5180,43705,3519,8065,7,2797,0,340.37
257,50.33145609,"222,815.17",,56,43,4759299,1,500,,5,78,78,0,2,2,,,,,,,,,,342.59
258,49.82825829,"154,089.00",,56,2154,3221396,271,"13,432.11",,6,586,586,1,0,1,586,156660,1586,180761,611,1050,0,0,0,470.35
259,50.55378734,"349,558.80",,14,4934,11751454,128,"21,531.67",,8,,,,,,,429976,4200,,,,,,,358.63
260,49.33479839,"156,307.23",,56,2240,3203910,173,"13,969.39",,8,,,,,,,77644,1481,110336,356,2245,0,0,0,698.26
261,49.66464456,"405,988.79",,35,2262,3500846,155,"14,103.71",,7,1117,2197,0.6,512,7,1374,,,170292,299,1152,8,247,2,350.21
262,48.11420811,"174,357.21",,56,1551,3368932,271,"9,671.11",106500,6,610,610,0.5,13,2,305,185947,8083,221459,268,748,19,1503,1,200.94
263,51.12056601,"215,834.89",,29,4330,2646853,119,"18,898.98",,8,,,,,,,246546,4110,261029,197,563,3,15,1,321.4
264,49.08417189,"202,167.89",,56,6830,2509250,234,"25,547.87",,6,1351,1567,0.3,202,11,402,,,86629,396,3188,0,0,0,278.61
265,49.08658901,"200,729.93",,56,2305,2799262,27,"14,372.35",,10,511,511,1,0,1,511,188112,3884,131675,665,1721,0,0,0,179.59
266,50.64527815,"2,065,148.69",,56,152765,420462,1215,"190,467.33",,4,182765,349199,0.4,354,6,129052,66036,434,8147,17454,70288,0,0,0,527.06
267,51.52263814,"167,962.23",,56,4546,1033738,1,"19,839.22",,6,680,680,0.5,152,4,310,160804,969,124782,654,1870,1,61,0,284.51
268,50.36680145,"173,720.45",,56,624,4204168,53,"3,895.31",,6,,,,,,,183267,1353,7576269,1,0,0,0,0,363.72
269,50.34375373,"1,531,590.07",,53,12367,566784,5,"42,405.17",882,8,,,,,,,52712,286,2151609,1,2,0,0,0,484.02
270,50.94955944,"431,097.26",,56,4848,2502364,471,"21,155.57",,6,26993,40491,0.3,2,2,13500,119809,4199,58161,793,5523,0,0,0,300.69
271,50.68107639,"313,720.09",,26,42748,2173007,283,"93,272.57",,2,11253,11253,1,0,1,11253,32706,147,2121054,2,2,0,0,0,470.58
272,17.91724873,"509,490.72",,26,124108,311656,1182,"154,737.91",2163,8,115942,198422,0.5,259,5,93629,641928,6904,10685,15957,50644,3,437,0,369.97
273,49.90195751,"332,119.52",,29,10385,801361,350,"35,608.52",202,10,29739,56320,0.6,329,3,32962,454782,3656,63708,541,4881,17,629,22,125.92
274,51.13103905,"331,778.31",,56,4567,2865696,383,"19,933.25",5467,8,638,816,0.4,43,2,334,434031,3103,115959,399,2083,5,107,1,323.79
275,51.63511275,"231,098.88",,56,19822,565177,1495,"61,787.71",,3,10514,10514,0.4,582,2,4373,71464,1530,42977,2119,8245,0,0,0,392.32
276,51.24450119,"175,502.09",,12,11635,989547,34,"39,893.36",4166,3,877,1736,0.8,93,1,1447,151725,1649,79828,1301,3583,17,1084,13,539.53
277,52.63897028,"155,126.86",,56,1874,1298322,143,"11,685.93",62,6,1334,2271,0.3,330,3,760,55550,1525,227111,97,718,37,2175,3,263.42
278,50.89050179,"342,287.63",,26,10600,1181140,445,"36,347.29",,8,2220,3477,0.1,335,12,488,356521,1616,62478,765,5015,7,258,0,718.33
279,50.29107116,"1,941,337.67",,16,263472,155453,18,"246,371.78",,10,173773,272617,0.5,329,3,122905,734023,4544,4418,9565,145593,51,4364,10,298.45
280,53.36554323,"1,033,232.80",,56,19284,662357,484,"60,108.69",,8,395696,939257,0.5,206,4,484531,,,51901,1365,6454,33,1137,42,158.82
281,53.88366749,"303,856.35",,56,6830,2492872,1291,"25,547.87",,6,1304,1633,0.2,493,29,378,76161,5339,106584,690,2366,22,946,1,861.9
282,54.04889113,"392,613.08",,56,8080,2630604,101,"30,222.24",5609,7,2309,3411,0.3,147,4,906,283646,1424,86766,309,3180,0,0,1,286.98
283,54.45425179,"252,119.47",,56,1508,1937529,265,"9,402.47",,2,1,1,1,0,1,1,70550,3371,275777,310,510,0,0,0,509.76
284,54.27711992,"216,240.03",,28,2176,3758572,416,"13,566.43",,4,178,1066,0.2,747,5,178,122180,2249,176653,433,1088,0,0,0,686.64
285,55.14960835,"228,783.93",,29,39322,577721,5533,"85,797.60",,8,1238,1759,0.2,703,13,356,73074,1596,23358,5440,18606,61,4935,0,195.37
286,55.75309438,"288,282.03",,56,4654,1485325,17,"20,309.35",,6,669,687,0.2,67,19,147,198073,706,102675,278,2498,0,0,0,398.69
287,56.08293347,"175,227.51",,56,4050,2938955,181,"17,676.65",,8,30512,83076,0.6,197,5,47733,306479,1045,128433,788,1788,8,1932,0,116.93
288,55.10449373,"451,382.05",7,31,63670,370385,2263,"138,921.60",,12,203962,320642,0.6,234,4,177230,655603,5666,23033,3210,18983,3,743,0,335.63
289,56.549801,"323,217.73",,56,5408,2844543,282,"21,914.48",97711,9,1143,3667,0.3,449,14,1088,166576,1696,101183,517,2552,112,5590,1,535.72
290,55.10078666,"285,211.40",,56,24153,616744,174,"67,758.28",,6,386,386,0.3,82,3,129,17928,1099,37570,1760,9908,4,104,0,190.13
291,55.05055294,"286,758.70",,56,13639,1254690,147,"42,512.63",,10,11975,31646,0.5,436,4,17349,21787,254,58477,2291,5486,11,130,21,1027.4
292,57.36626979,"202,071.46",,56,9178,772506,684,"34,332.47",,9,299,299,0,13,2,,58953,2961,,,,,,,854.25
293,58.27254368,"164,465.81",,56,29971,443861,268,"84,078.29",,6,9825,10707,0.5,415,3,5266,228364,1943,46855,1784,7358,0,0,0,828.13
294,57.65064292,"156,921.49",,56,6722,2594050,2249,"27,240.32",26300,8,,,,,,,171634,2711,6424105,1,0,0,0,0,210.87
295,59.24904421,"301,621.36",19,56,18853,750286,4,"58,765.48",,9,9664,9664,0.4,138,2,3499,38722,1539,37346,335,9987,42,3519,1,366.13
296,59.28045288,"258,506.82",,26,,,,,,,,,,,,,,,,,,,,,829.01
297,59.06372536,"501,293.23",,29,31113,478063,299,"87,281.85",2855,13,2134,2198,0.6,111,2,1256,125917,11752,42273,4923,8445,23,850,2,3608.19
298,59.04371565,"157,223.29",,56,17668,526216,3,"55,071.65",,8,2765,3499,0.6,184,2,1966,16177,1570,53710,6089,6160,142,10164,43,674.21
299,60.58720766,"445,601.98",,32,48738,390891,556,"106,342.02",,7,25444,32669,0.7,152,2,22202,158300,1661,20105,4799,22653,12,109,21,7640.47
300,60.86862157,"264,542.52",,56,517,12982108,120,"5,157.93",,8,994,994,0.8,3,4,784,172095,1488,,,,,,,1845.32
301,59.80834005,"175,684.88",,56,4029,1555150,438,"17,582.63",,6,7473,7951,0.5,91,2,4360,404845,6423,94975,1191,2800,0,0,0,304.92
302,61.30345505,"177,124.37",,56,,,,,,,,,,,,,,,,,,,,,383.35
303,61.84298536,"221,713.50",,56,19736,2095536,55,"61,519.06",113200,8,11156,11260,0.7,590,3,7781,129435,365,35034,900,10874,25,1006,6,421.44
304,62.01022028,"448,527.01",,38,54125,317302,1483,"118,095.12",3570,8,34059,44202,0.5,132,5,20274,35566,3306,18085,10143,25973,31,931,5,573.66
305,56.90487157,"175,460.75",,56,158195,1075664,1671,"197,237.11",72455,6,40518,86823,0.4,230,4,32356,106373,881,8071,5759,71251,0,0,0,283.08
306,61.79041629,"2,161,302.04",,28,,,,,,,,,,,,,,,,,,,,,4824.67
307,64.10408826,"200,173.26",,56,2176,1586080,275,"13,566.43",,2,74,74,1,1,1,74,290823,13380,119775,155,1989,0,0,0,113.46
308,64.32099313,"455,361.35",,56,6485,1147425,196,"26,279.92",37776,8,10443,17464,0.5,189,2,9319,252028,1219,108201,720,2315,0,0,0,363.53
309,63.85176262,"436,779.62",,29,,,,,,,,,,,,,,,,,,,,,404.62
310,60.45464456,"257,600.26",,56,5796,782056,297,"23,486.04",5823,8,46389,55222,0.5,143,6,27701,176096,2077,104408,308,2439,7,365,0,323.19
311,66.77574447,"180,834.89",,56,3856,3165787,48,"18,032.60",,7,,,,,,,303261,3192,1153355,1,19,0,0,0,504.69
312,66.69116226,"697,777.53",,19,37771,924865,399,"105,959.20",,4,1054,1452,0.5,198,5,750,463925,9257,25667,2545,16511,0,0,0,205.95
313,66.29592107,"667,977.87",,29,135507,231274,301,"168,949.09",,7,1,1,1,0,1,1,961531,7194,,,,,,,376.13
314,47.76941906,"208,895.57",,26,2542,2888337,122,"12,679.91",,7,15738,16567,0.1,69,6,2270,195559,808,187187,826,992,1,47,0,1097.66
315,67.83129294,"442,291.54",,38,34948,251317,127,"98,040.97",,7,7077,11799,0.2,284,9,2366,158218,4091,32411,1694,12057,6,276,0,402.67
316,68.50546408,"334,075.64",,56,38977,372238,8251,"85,045.41",,6,2823,5315,0.6,62,3,3289,239047,2326,31044,6934,12766,0,0,0,142.3
317,68.5081082,"200,027.39",,56,,,,,,,,,,,,,,,,,,,,,321.1
318,69.08745184,"289,953.71",,56,,,,,,,,,,,,,,,,,,,,,186.97
319,69.08804772,"387,472.44",,56,5429,2051873,189,"22,001.79",,7,1785,2886,0.2,109,4,576,301139,5841,96276,508,2746,37,3718,2,382.73
320,67.50882691,"162,328.25",,56,,,,,,,,,,,,,,,,,,,,,77.07
321,70.84139636,"171,615.44",,56,,,,,,,,,,,,,,,6938497,1,0,0,0,0,449.64
322,71.50686305,"311,336.13",,29,,,,,,,191,191,1,0,1,191,,,1081321,6,23,0,0,0,227.95
323,72.20976553,"285,759.20",,56,991,2306635,357,"6,178.77",71,7,728,728,0.4,224,6,301,254785,7456,268388,478,535,18,504,0,733.51
324,72.42472633,"165,382.65",,56,11010,673146,34,"37,750.94",,1,34141,44317,0.1,304,6,6163,125930,2041,66580,946,4595,0,0,0,201.05
325,73.31390158,"626,450.99",,27,13531,779247,47,"42,176.82",,6,7547,8905,0.3,629,9,3081,40531,1913,51772,648,6476,68,6897,0,231.97
326,73.47487381,"190,676.86",,56,6507,1233970,912,"26,367.23",,7,470,1973,0.2,440,4,306,,,100840,1021,2565,0,0,0,1283.25
327,75.04076949,"195,982.73",,26,,,,,,,,,,,,,,,,,,,,,810.52
328,74.85189367,"224,683.88",,56,8597,3154288,168,"32,156.47",,6,1019,1614,0.4,171,5,678,246381,2210,82452,68,3422,0,0,0,163.52
329,74.6296539,"279,733.87",,56,,,,,,,,,,,,,,,1482204,8,8,0,0,0,845.9
330,75.14635193,"167,274.58",,26,5946,812122,128,"24,097.20",1673,12,692,692,0.5,601,2,318,141826,1511,107768,610,2328,22,679,17,191.88
331,75.17653636,"486,765.32",,14,73409,142060,1399,"160,171.20",265,9,7756,10342,0.4,265,5,3823,111364,1167,18378,5668,25435,46,1728,22,180.26
332,75.55152068,"206,143.37",,56,3878,1312279,657,"18,133.34",163,5,2313,3346,0.5,108,3,1773,153954,1734,171757,594,1136,20,787,2,1527.97
333,75.32750597,"250,044.85",,56,1378,1334636,141,"8,596.55",,3,,,,,,,140540,2473,272864,126,520,0,0,0,593.37
334,76.30677755,"804,833.28",,28,1616,13109911,180,"10,074.08",1490,9,25140,25119,0.4,200,3,9395,21443,719,,,,,,,2598.21
335,79.27354167,"252,051.00",,56,1486,4445905,1967,"9,268.15",,7,231,586,0.2,237,21,98,90674,1987,234689,124,677,0,0,0,493.17
336,79.5021203,"182,176.87",,56,34711,734807,1575,"97,376.08",5,9,38132,49310,0.4,466,4,21177,2029,223,27852,22969,14807,8,603,22,252.69
337,79.04912074,"168,794.46",,29,47208,314259,153,"103,004.14",470,8,,,,,,,83407,2454,,,,,,,652.8
338,82.06619288,"275,048.35",,56,11053,943501,599,"37,898.70",,8,12070,18092,0.7,368,5,12960,333490,3313,63242,1413,4931,10,1205,0,121.66
339,81.66328666,"208,806.59",,56,7584,843488,14,"28,368.61",,6,1067,1084,0.7,248,2,750,529567,1161,48689,643,6995,8,436,2,218.04
340,83.82319818,"268,247.37",,56,9739,786398,212,"33,392.22",,8,11453,22114,0.5,427,5,11015,72438,1089,72066,774,4137,376,19837,0,231.86
341,83.87298238,"238,107.90",,56,10428,1718981,253,"35,756.27",,9,1734,4606,0.2,195,9,893,172190,1015,76028,679,3835,115,10534,0,228.69
342,81.82067279,"199,064.62",,56,12195,773897,311,"41,814.16",57,11,1401,1401,0.1,262,7,151,94050,1202,63263,1081,4929,0,0,0,944.01
343,86.88758737,"175,497.02",,56,,,,,,,,,,,,,,,,,,,,,730.66
344,90.53468713,"484,758.28",,28,26804,318476,11168,"75,192.95",8575,6,9224,18586,0.4,102,4,6697,254194,14527,32167,7735,12190,0,0,0,1338.76
345,94.51327696,"233,579.30",,56,18163,681465,1942,"56,616.34",,1,17668,17669,0.7,116,3,12167,,,47633,6137,7198,1,6,0,1919.05
346,95.11737381,"458,974.03",,29,17819,620637,316,"55,541.77",16,9,11232,14090,0.5,335,5,6531,394096,7833,43417,1786,8133,39,3418,27,182.13
347,95.4390849,"207,179.53",,56,,,,,,,,,,,,,,,,,,,,,132.99
348,98.58998357,"519,103.35",,32,35767,356982,357,"100,337.86",,9,,,,,,,1994559,14495,,,,,,,68.6
349,100,"216,149.30",,56,,,,,,,196,196,1,1,1,196,,,,,,,,,809.41
350,101.6589886,"291,906.37",,56,,,,,,,,,,,,,,,,,,,,,127.17
351,102.5985801,"278,617.73",,56,,,,,,,,,,,,,,,,,,,,,1223.74
352,74.46761574,"234,395.18",,56,15427,927256,18,"48,086.95",,6,17670,36425,0.6,59,3,22445,50592,3446,46878,437,7354,8,898,10,243.52
353,106.6077274,"160,123.00",,56,23442,399242,140,"65,763.61",2190,6,40236,57571,0.3,111,4,15659,166992,3385,38077,883,9735,0,0,0,210.19
354,105.7208748,"232,820.79",,52,186443,163682,1249,"232,456.11",2097,10,,,,,,,32453,273,,,,,,,3259.97
355,#N/A,"192,968.34",,#N/A,24498,472414,452,"68,725.39",,7,18747,40365,0.5,535,6,18403,77999,4839,37641,2224,9884,0,0,0,#N/A
356,109.1058513,"208,715.35",,56,22365,776930,186,"62,741.39",,6,6516,15899,0.7,491,2,11851,,,65750,1376,4675,5,1909,12,6049.26
357,112.7915121,"439,219.85",,29,1874,12897329,1286,"11,685.93",4405,9,68639,125175,0.4,304,9,46553,205999,14038,,,,,,,295.3
358,114.3984069,"232,131.72",,56,8618,2660794,2756,"32,237.06",21705,9,191,191,1,0,1,191,235808,1804,4516891,3,0,0,0,0,423.69
359,121.5598245,"283,561.22",,15,217384,292105,6816,"271,033.13",159,8,105054,232353,0.4,204,6,82168,165540,9197,8911,9745,63298,1,47,0,273.67
360,123.2338463,"162,985.17",,56,36112,2120513,2727,"101,304.98",23950,8,5027,7503,0.5,366,5,3739,197820,1385,21111,2307,21304,13,239,16,475.2
361,137.965942,"186,168.24",,56,1508,1309074,210,"9,402.47",,9,8341,29305,0.1,141,7,3695,204778,6016,222467,377,742,53,2768,1,286.26
362,6.787894265,"85,795.03",,55,409,5615810,167,"4,083.36",,6,605,1200,0.3,1070,13,300,121929,3383,430698,220,222,0,0,0,261.6
363,7.48167264,"116,571.81",,55,1249,3297984,383,"7,790.62",1437,7,452,452,0,34,11,,86100,224,151652,469,1384,0,0,0,165.93
364,6.628091771,"59,716.74",,55,,13423877,,,,1,658,658,1,1,1,658,18059,679,1029506,1,27,0,0,0,778.18
365,7.546435932,"61,036.03",,55,64,6061296,,644.74,,7,462,462,0.5,94,3,209,12268,341,503345,548,163,0,0,0,171.32
366,7.720909125,"120,511.82",,55,818,4353605,27,"5,104.20",,6,18108,50680,0.7,100,2,36279,18196,1143,224721,193,730,0,0,0,143.35
367,5.696120818,"121,783.73",,26,258,5406945,,"2,578.96",,6,3653,6867,0.6,331,7,4214,,,221790,366,746,16,1058,106,645.28
368,6.678520012,"142,451.05",,55,3296,1427832,334,"15,413.34",2350,8,1871,1873,0.5,136,3,882,372942,10459,151627,1286,1384,0,0,0,231.68
369,7.464805108,"63,847.64",,56,1702,1961627,138,"10,611.36",,9,1895,2196,0.2,689,11,495,6392,101,243825,146,633,24,1552,0,251.99
370,7.80650687,"66,250.23",,55,15276,640137,39,"47,616.83",,6,22411,27969,0.4,311,4,11515,21223,115,46948,1313,7336,4,82,0,472.63
371,7.485064217,"69,291.00",,52,2111,1751187,41,"13,163.46",,6,1506,1880,0.3,288,4,540,68297,360,191118,214,959,0,0,0,281.1
372,8.335279271,"126,181.46",,29,3275,1633349,49,"15,312.60",,7,728,1009,0.6,975,2,588,,,126794,165,1825,0,0,0,423.51
373,9.692543309,"83,932.66",,55,86,8952862,3,859.65,48,9,,,,,,,17811,179,1654305,20,5,0,0,0,1666.83
374,8.367660544,"87,950.33",,56,4524,1360810,1,"19,745.20",,2,1257,2871,0.1,79,8,223,272018,544,110510,136,2240,0,0,0,240.84
